id,content,summary
bbc_4448,"Ibana manukkun taringot pusok kota, inganan parjolo na ingkon ditandamgi ibana dibagasan pardalananna.",Ibana manukkun taringot pusok kota na ingkon ditandangi.
bbc_2096,Manang John mampaboa ianakhon tu mamboan sada batu na asing di san?,John mampaboa ianakhon mamboan batu na asing.
bbc_653,"Manang imana, baoa na bontor ni roha na manjumpanghon dompet i",Baoa na bontor ni roha manjumpanghon dompet.
bbc_3460,Tangan bongka on manjadi au mamasang pitu paiung di mangamoti ulu Hu sian udan.,Ibana mamasang pitu paiung mangamoti ulu sian udan.
bbc_4619,"Olat sian i, ibana mandalani hangoluan na gok dohot gabus jala jongkas.",Ibana mandalani hangoluan na gok dohot gabus jala jongkas.
bbc_4713,"Hamu ndang ro sadao on dohot ndang mangulahon manang aha, dangi ?",Nasida ndang ro sadao jala ndang mangulahon manang aha.
bbc_5188,"Gombarhon ma sada parmiaman, inganan sada pungunan ditompa.","Digombarhon parmiaman, inganan pungunan ditompa."
bbc_6461,"rerempahan na hea mago sian nasida Nunga mulak, mamboan hangoluon mulak tu lompalompa nasida.",Rerempahan na mago mulak tu lompalompa nasida.
bbc_7902,"Ibana dang be Diolom i parkarejoon na, huhut ibana ujungna boi marsonang-sonang i surgona sandiri, luat na ibana aman huhut dame","Ibana marsonang-sonang di surgona sandiri, di luat na aman jala dame."
bbc_2970,"Molo ibana boi manjumpai hagogoan i,ibana ikkon tindang jala patair pat na.","Molo boi manjumpai hagogoan, ibana ikkon tindang jala patair."
bbc_3424,au ma na mangido Sa di Mardomu dohot hami bagas pardomuan targora.,Ibana mangido di pardomuan targora.
bbc_5560,"Di arian ni ari, ahu mangknggor sistim halian huhut bajur laho mamuhul ahu dang mamahe godang aek i.",Ibana mangkonggor sistim halian asa dang mamahe godang aek.
bbc_7293,"Ahu nampunasa hagogoan laho mangaruba ngoluku, dohot au dang laho mampaida na roa saut",Ibana nampunasa hagogoan laho mangaruba ngolu.
bbc_3252,"ibana mandompakhon  di ibana huhut marhata ' porseama, sangga rohami malum, hamu naeng manjumpanghon haporseaon",Ibana mandompakhon jala marhata taringot haporseaon.
bbc_4445,"Huhut mamastihon keamanan, jumpangi halak na naeng manjalo pangurupion.","Ibana mamastihon keamanan, manjumpangi halak na naeng mangurupi."
bbc_6955,"alana sahalak anak naeng di Suru sian ginjang, nasida porsea, bongka ni di takdirhon di Mangarihon hamaradongon na tongtong.",Nasida porsea bongka ni ditakdirkon mangaruhon hamaradongon.
bbc_2824,"Ganup ari,ibana mandok mauliate ala hajogionna lao mangalanjuthon ngolu.",Ibana mandok mauliate ganup ari ala boi mangalanjutkon ngolu.
bbc_3998,"John, sada ama na angar, jotjot mamuji anakna, anakna sandiri pe mulai patuduhon tanda ni anggar na sarupa.","John, ama na angar, jotjot mamuji anakna na patuduhon tanda ni anggar."
bbc_3268,Andorang Perdekke hundul mamette tuan na ro.,Perdekke hundul mamette tuan na ro.
bbc_872,Band i tongtong antusias laho mangujungi pertunjukan nasida dohot luar biasa,Band i antusias mangujungi pertunjukan nasida.
bbc_7697,"Habiaron ni si Timmy dang naso adong mutmut na, alana ibana hea mambeget sarita ni jabu namarbegu i siambirangna",Si Timmy mabiar alana sarita jabu namarbegu.
bbc_7918,"Tradisi najolo na nibaenna i gorbang,huhut,alani i tadingkon akka jolma, tradisi inon i torushon sampe bodari",Tradisi najolo ditorushon sampe bodari.
bbc_7165,ibana Musem jolma na Timbil godang manungkun,Ibana jolma na timbil manungkun.
bbc_3283,au naeng mangan rap Pedan Pedan hu huhut nangkok Motor nasida,Au naeng mangan rap dohot nangkok motor.
bbc_2520,"Hatorangan i buhit i dang tarida,alana buni ibaen na golap.",Hatorangan di buhit ndang tarida alana golap.
bbc_2641,"Ari i,sada karanjang na gok songgotan,adong tolu hal muse lao i tawarhon dang dope sae.","Karanjang gok songgotan, tolu hal dope ditawar."
bbc_3957,Sigitinggitingi horong taradop uhum na ndada Tigor di hampung Sa apala balga das marsaringar di sandok inganan.,Sigitinggitingi horong taradop uhum di sandok inganan.
bbc_3450,"diholangholang luhut Sa, isi Sabiji Kode na jollung, na di Radoti angkup sahalak baoa na di tanda ansiat Lord Hendry, ate alana barang barang Sa alai,  alana baoa ni Sadasa, na jotjot di tuhas ansi, mangangku manggadis aek Timbil Lipung, na sasintongna adong ma aek ias.",Baoa manggadis aek timbil lipung na sasintongna aek ias.
bbc_4271,"Pambangin i, na nunga mambahen batu parsuhisuhi mansai manat, manghilala manarita manjaha surat partulakan.",Pambangin manat manjaha surat partulakan.
bbc_1313,"Huhut ibana tindang di san, parrona tarsongon sada pintu na laho mamuha marmansamanundur na imbaru.","Ibana tindang, parrona songon pintu na mamuha."
bbc_1340,"Baoa i, na marupahon hangoluon huta i, jala sondang sian rangsa i, huhut binar manarehon acara i.","Baoa i marupahon hangoluon huta, sondang sian rangsa."
bbc_1270,"Pangeran naposo, na maradong di harajaon, naeng tibu muruk huhut mangalalushon dohot dalanna na manorponorpo.","Pangeran naposo tibu muruk, mangalalushon dalan."
bbc_3326,"Sangga ni, au pos ala au ndada Sasadaon di jabu.",Au pos ndang sasadaon di jabu.
bbc_5063,"baoa i, sahalak guru, mangalehon waktuna bahen mamuhul sude halak mandapothon pangantusion na andar mangonai tohap uhum nasida.",Guru mangalehon waktu mamuhul halak mandapothon pangantusion.
bbc_2427,"Di tanganna,ibana maniop arop ni roha ta pas ibada rade lao mameakhon piso mangalapa ty daging namarsahit,i dia dalan hangoluon mardalan.","Ibana maniop arop ni roha, rade mameakhon piso."
bbc_6331,"Pahoppuna, si aro, andorang pinarade sada tingki lao mambuat inganan na di dewan",Si aro pinarade lao mambuat inganan di dewan.
bbc_261,"Polisi i mangalehon sipasingot tu harungguan massa, alai dilaoshon jala halaki mulai manginjak manginjak-injak barikade na mambingkashon hatertiban umum gabe gaor","Polisi mangalehon sipasingot, massa manginjak barikade."
bbc_5441,"Di ahu adong dua pahompu bao, paduhon halaki mambahen tibot.",Au marpahompu dua bao na tibot.
bbc_5315,"Hiras ni ngoluna hot do i salelenglengna, jala i do na tongtong mangonjar ibana laho marlojong nang pe haccit.","Hiras ni ngoluna hot, mangonjar ibana marlojong."
bbc_2248,"Sian tingki i, ibana bonos tontang tingki jolo, manggirgir dohot hatahuton naeng pikkiran ala ibana naeng patialaon muse","Ibana bonos tingki jolo, mabiar naeng patialaon muse."
bbc_452,"Tingki manganangkoki, dapot hami ma dalan marlegok-legok na bagak di tonga ni bona ni dolok i.",Hami dapot dalan marlegok-legok di dolok.
bbc_2166,"Nungpe dohot dang haboion ni ibana laho mamereng, paubatton si John dung sae Sian hamunduron marupahon bongka na um jago, patuduhon tingkat daya hagogoanna.","John paubatton dung sae, patuduhon hagogoanna."
bbc_4621,"Sahalak tantara patolugon tarlukka, manamba daftar korban na torus marganda.","Tantara patolugon tarlukka, manamba daftar korban."
bbc_2330,Baoa na matua i nunga mangajar halodena nadenggan asa boi mamboan boban borat sopolo mudumudu agia,Baoa matua mangajar halodena mamboan boban borat.
bbc_5474,"Au ndang naeng mangido las ni roha, alai manjalona.","Au ndang mangido las ni roha, alai manjalona."
bbc_3479,"alana Sang Pangeran, na mangadonghon pardomuan Kota, Mangarihon Panghophopon na rampak tudos na au Poda pa, portibi gabe lobi Sunggul.",Sang Pangeran mangarihon panghophopon na rampak.
bbc_722,"Nga malum walikota i, hagogoanna sundar, huhut supingna mundar maniurhon kota i","Walikota malum, hagogoanna sundar, maniurhon kota."
bbc_4935,"Alai, gabe muba ma soposopo i jadi godung natimbo diginjang ni kota.",Soposopo muba jadi godung natimbo.
bbc_6424,"ibana maniop Meaman na Tingkos ni dohot botohonna, Matana saksak sonang.","Ibana maniop meaman tingkos, matana saksak sonang."
bbc_4427,"Portibion karas jala ndang basa, alai dibagasan husip halongonan borngin, aku mandapoti haluaonhu.","Portibion karas, alai ahu mandapoti haluaon."
bbc_2211,"Alana ibana mangunjun muse,  pikkirann john, ginonggomanna na timbil mararga, gabe jambar umuli sian parngoluanna","John mangunjun muse, ginonggomanna mararga."
bbc_6741,Siboto uhum na mambaen parapoton manotaphon rapot di paso.,Siboto uhum manotaphon rapot di paso.
bbc_3855,parhobas ni martahi di mangalean   intruksi di Sang Pangeran poso.,Parhobas martahi mangalean intruksi tu Pangeran.
bbc_6884,"Dijalo imana do tawaran i, dibagasan onom pulu ari, boi do marhasil imana.","Imana manjalo tawaran, marhasil di onom pulu ari."
bbc_4109,"Molo hamu naemg nangkok tu tingkat kesadaran na tumimno, aha na naeng diulahon hamu?",Aha naeng diulahon hamu di tingkat kesadaran tumimbo?
bbc_5182,"Dung adong na ni dapot, pilliton na","Dung adong na nidapot, pilliton na."
bbc_264,Ibana mutu mamoros gollena laho mangabuk panisipi i kaluar,Ibana mamoros golle mangabuk panisipi.
bbc_4749,"Dibagasan halongonan borngin, ibana marsinggang, rohana digoki lungun, jala tarpodom, loja alani unjunan ari i.","Ibana marsinggang di borngin, loja alani unjunan ari."
bbc_1895,Ibana nunga manurinurihon turiturianna tu ise nama nang lao mambegehon,Ibana manurinurihon tu ise na naeng mambegehon.
bbc_1240,"Di bagas, hahisaponna tarbereng tangkas : bunbunan hepeng, tanda-tanda hahuasaon, jala hasoadaan sada na tutu-tutu marlapatan",Di bagas adong bunbunan hepeng dohot tanda hahuasaon.
bbc_6772,"ibana Markarejo pir, Tarhurim mandapothon arti sian Karejo Pirdo.","Ibana markarejo pir, mandapothon arti karejo."
bbc_2733,"Muse,di ari patolu,Sarah makkatai hu donganna tarsingot paluahon habiaronna jala manjalo hamubaon.","Sarah makkatai paluahon habiaron, manjalo hamubaon."
bbc_576,Sada halak na manjaga marnipi tu manjadi parhalado anggur di harajaon,Sada halak marnipi manjadi parhalado anggur.
bbc_2809,"Ala ho mandok ho dang boi do bereng, ai boi do di artihon i ho na martabuni?","Molo ho mandok ndang boi bereng, ho martabuni?"
bbc_4443,"Dungi, sadalan tu lajuni panghorhonni harajaon, kota i muba gabe kota na rame.",Kota muba gabe rame dung harajaon maju.
bbc_1590,"Parsadarian, mataniari marsinondang tiur",Mataniari marsinondang tiur parsadarian.
bbc_7333,"Adong babak parpudi, na i rippu naso penting hian, ale tong mambaen sonang.",Babak parpudi na rippu mambahen sonang.
bbc_7540,"Nangpe iban dang hea mandokkon dohot karas, simalolongna mandokkon lobi sian aha na boi didokkon dohot hata-hata",Simalolongna mandokkon lobi sian hata-hata.
bbc_2915,"Jala songoni ma hal i terjadi,nunga pitu ari alogo sian timur,tolu jalur tano na tipis mullop sian laut.","Pitu ari alogo timur, tolu jalur tano mullop."
bbc_3633,"alai, ibana mangaku ndada mandapothon pamberengan sangga martangiang",Ibana ndang mandapothon pamberengan martangiang.
bbc_871,"Andorang ibana tarhona huliton, ibana dang na hea lao morot, alai dungkon ibana marsahit, ibana tung mambagabagahon pangubatan","Ibana ndang morot hona huliton, alai mambagabaga pangubatan."
bbc_1293,"Alai, ndang pasilitas sikkola nang mambahen jollung, mangasingjon panghophopon huhut pangajian angka guruna.","Sikkola ndang mambahen jollung, alai mangasingkon guru."
bbc_6588,"Ikkon boanonna do bunga i tu jolona, jala ikkon jaloonna do dohot bagak.","Bunga iboan tu jolo, jaloonna dohot bagak."
bbc_3887,gari di tonga Partaonan ngali binanga torus durus sian asal Sa,Binanga durus sian asal di tonga partaonan.
bbc_2692,Ai adong do sahalak boa naso boi mamereng?,Adong do baoa naso boi mamereng?
bbc_1235,"Alai, bohal ni partondion i dang  ro tu ibana",Bohal ni partondion ndang ro tu ibana.
bbc_3136,"Halaki manukkun-nukkun hu diri ni halaki sandiri boasa ibana pauneunehon,alai halaki mamboto ibana nunga manarehon dirina lao tarsongot on andorangso.",Halaki manukkun boasa ibana pauneunehon.
bbc_3416,hanataan Sa isi sahalak baoa na ngolu Tingkos das Umur targora,Baoa na ngolu tingkos das umur targora.
bbc_7255,"Nung iboto nasida dibuhana, nasida paradehon bingkas lao hu ulaon i, manungkar alang alus sian pambaen najoloi, manghorahon laho parsiapanna.","Nasida paradehon bingkas, manungkar alang alus."
bbc_2283,"Ari i Gabe digoki dohot pardalanan, Alana Nasida nunggu manjalo sahalak pangudur laho mangudurhon Nasida mardalan pat dibagasan pandakianna.",Nasida manjalo pangudur di pardalanan.
bbc_4437,Dok ma jo imana manguba batu i gabe setan!,Dok imana manguba batu gabe setan.
bbc_4347,Parsikkola i nunga dipaboa taringot peristiwa i.,Parsikkola paboa taringot peristiwa.
bbc_6440,"sada Sangga, hamu naeng Mardingat hajadian ni.",Hamu naeng mardingat hajadian.
bbc_5011,"Hatutubu ni anaki songgot na manguba sasudena, alana dang pahamathon au na lao gabe sada amang.","Hatutubu ni anak manguba sasudena, au gabe amang."
bbc_7560,"Ibana mamboto ima nangpe adong parsalisian na i adopi ibana, ibana ikkon Marhalado Parsadaonna dohot na ikkon tubu gabe sahalak na jogi","Ibana marhalado parsadaon, tubu gabe na jogi."
bbc_5477,Ibana mambahen kulit na marhosa marhite produk alami.,Ibana mambahen kulit marhosa marhite produk alami.
bbc_972,John manjalo asangasangan laho pamasahon maraton taonan di huta i.,John manjalo asangasangan pamasahon maraton.
bbc_7213,Manat-manat asa dang mago  jejeron ni bukku-bukku inon.,Manat-manat asa ndang mago jejeron buku.
bbc_1911,Barita tontang tuturanna buhai mullop di harotas na bolak lokal,Barita tuturan mullop di harotas lokal.
bbc_991,Nasida mandapothon parsiajaran na ringkot na mambahen nasida longang.,Nasida mandapothon parsiajaran na ringkot.
bbc_4977,"Inganan, na gok orbuk dohot rambangrambang i tarida loja tartanom di masa naung salpu.",Inganan na gok orbuk tarida loja.
bbc_1577,Nasida huhut patiar manatahon sangkap nasida laho sada parsadaan na imbaru.,Nasida patiar manatahon sangkap parsadaan imbaru.
bbc_4250,"Tu au  hal na rumingkot ima: mamboto hasintongan, pasangaphon inanghu, jala mangargai dongan.","Hal rumingkot: hasintongan, pasangaphon inang, mangargai dongan."
bbc_5615,Songondia do on ikkon hajadian?,Songondia do on ikkon hajadian?
bbc_3153,"Kota i dibagas akka namasa sursar,songon debata sendiri na nunga patuduhon lao mangalo.","Kota dibagas sursar, songon debata mangalo."
bbc_7067,"bagas pangalusina, ibana mandokhon isi portibi metmet na tais sian portibi hita.",Ibana mandokhon portibi metmet tais sian hita.
bbc_144,"Marsangkao au tu mangalap sasudena, anakhu!","Au marsangkao mangalap sasudena, anakhu!"
bbc_3186,"i san, ibana mamereng sahalak borua na las manusui gellengna, jalan inon panatapan na jorbut.","Ibana mamereng borua manusui gelleng, panatapan jorbut."
bbc_307,"Dongan hu manggashon tinggal i sada inganan, alai au mamilit laho tu dia pe","Dongan manggashon, au mamilit laho."
bbc_924,"Huhut maniop sulusulu, ibana mangarajumi pikkiranna na apas.",Ibana mangarajumi pikkiranna dohot sulusulu.
bbc_2921,"Saonari,ibana mamakke sudena na ibana puna lao tubu jala marhambang i lingkungan na rame.",Ibana mamakke sasudena lao tubu di lingkungan rame.
bbc_7910,"Parkarejo inon, na marmusu dohot semangat laho mampasae parsaliian nasida, satuju laho mardomu i pengadilan",Parkarejo marmusu satuju mardomu di pengadilan.
bbc_7803,"Dang adong sinta na lobi i son, na adong holan siingoton","Ndang adong sinta, holan siingoton."
bbc_1288,"Ibana mabiar laho ibotona, ala mamboto lonsam parmaraan na mangiman di bariba halilu tarida marbungaran ganup tingki.",Ibana mabiar ibotona parmaraan mangiman di bariba.
bbc_5454,"aha na boi dijalo ibana sian keputusan on, manang on ikkon mamboan tu hamatean metaforis?",Aha na boi dijalo sian keputusan on?
bbc_7895,"Ibana mangaturhon emosina lobi jago sian manang isepe na hutanda, huhut tingki ibana makkatai, tontong dohot roha na tonang","Ibana mangatur emosi jago, makkatai dohot roha tonang."
bbc_6030,Tor hu allang pe hassang kaleng na huboan i,Tor hu allang hassang kaleng na huboan.
bbc_5233,Arta pinukka sihabunian ni ndada naeng dapat disan.,Arta pinukka sihabunian ndang dapat.
bbc_380,Hahomian di jabu i birasak godang jolma na ro tu mangordangi,Hahomian di jabu birasak jolma ro.
bbc_2848,Muse ro na patolu halion tingki sude inganan mamutushon lao dang Be di ubah jala tong songon  sabolumna.,"Ro patolu halion, inganan ndang diubah."
bbc_1102,"Tingki rajai, marhite pandokan mangalesengi, ibana mamidinghon uluna, na marupahon toktok badan na boi mamangke tumpal, tu siamun, huhut mamuji mataniari na binsar","Raja mamidinghon ulu, mamuji mataniari."
bbc_1152,Konser ni among adongma aha na mansadahon sude jolma.,Konser ni among mansadahon sude jolma.
bbc_5395,"Ala adong angka buku, gabe pos jala denggan rohana.",Pos rohana ala adong buku.
bbc_898,"Ro ho, ho halan dakdanak na gelleng do.","Ro ho, ho halan dakdanak na gelleng."
bbc_3350,mida parahu-parahumamolus dibinanga saleleng konser adongma  panatapan na mangalanganhon.,Parahu mamolus di binanga mangalanganhon.
bbc_4461,Angka anggota tim sepak bola lokal  patupahon pardomuan dope tingki sasahalak mangungkit masuk tu gedung klub nasida.,Tim sepak bola patupahon pardomuan di gedung klub.
bbc_3577,Gari tingki on ndada naeng mambahen ahu gotap derse,Tingki on ndang mambahen au gotap.
bbc_4593,Pakkema aspal laho busbus paturehon dalan.,Pakkema aspal busbus paturehon dalan.
bbc_2194,"Andorang balasan, ibana mambaritahon tu ibana olap begu na tangis i dano, barita na um marbeda dohot na dirohana na patenanghon.",Ibana mambaritahon olap begu tangis di dano.
bbc_1162,Habiaranna i mambahen akka pamerengni padalanhon siulaon negara nasida laho mangurupi ibana sian parungkilon.,Pamereng mangusahai padalanhon ulaon negara laho mangurupi sian parungkilon.
bbc_1315,"Jadi, andorang tukkang pos manongos pakket na asing, dang longang roha mida molo dang adong na mambege olap bongka i muse.","Tukkang pos manongos pakket na asing, ndang longang molo so adong na mambege olap bongka."
bbc_4889,"au mambukka dohot ingot, au marutang tu majikan na lama.","Au mambukka dohot ingot, marutang tu majikan na lama."
bbc_5121,"alai, ndada sahalak pe sian nasida mambotosa hajahaton huhut pangalangkupion na tarjadu di bagas dinding",Ndang adong na mamboto hajahaton dohot pangalangkupion di bagas dinding.
bbc_3286,"Timmy, goar na dibuat sian goar Ompungna, tongtong manungkun","Timmy, na margoar sian Ompungna, tongtong manungkun."
bbc_5166,"Molo martinangi halaki di angka pangajaronna, manangihon angka bisuk na, gabe dipasupasu ma ngolu nasida dohot hadameon jala pangatusion .","Molo martinangi di pangajaran, manangihon bisuk, dipasupasu ngolu dohot hadameon."
bbc_379,"Jongjong ibana, mangain tanganna laho manandahon mulaina sitotonduron","Jongjong ibana, mangain tangan laho patuduhon mulai sitotonduron."
bbc_3759,"au asi roha di inganan na halupahonon on, ninna huhut mangalangka masuk.","Au asi roha di inganan halupahonon, didok huhut masuk."
bbc_5678,Struktur ni holiholi i ndang adong be di bab satorusna,Struktur holiholi ndang adong be di bab satorusna.
bbc_1844,"Ishak ditanda alani pangattusanna na bagas olap agama, alai lobi Sian i, ibana ditanda alani pangattusanna laho makkatai parenta ni debat didia i dapot menggema tu akka jolma na mambegei.",Ishak ditanda alani pangattusanna agama dohot paboahon parenta ni Debata.
bbc_7575,Nampunasa tonel inon maramalhon ikkon tarjadi na Ikkon terjadi ditingki hamakmuron naek,Tonel maramalhon na naeng masa di tingki hamakmuron na naek.
bbc_2197,"Masin i mate, huhut soara alogo ullus mangisi bilut","Masin mate, soara alogo ullus mangisi bilut."
bbc_7735,"Ibana lam jago mandalani ngolu na mar musik, dang mampaida umur mambaen malas, dohot mandapothon melodi na martabuni i bagas na","Ibana jago marmusik, ndang malas dohot mandapothon melodi na martabuni."
bbc_3048,"Taon na lewat, tondong hu,toko kussi di bagas parpunguan i,dang boi mangalanjuthon parpunguan partunjukan i.","Taon lewat, tondong hu dang boi mangalanjuthon parpunguan partunjukan."
bbc_731,Au saritajon tu ibana olab habahaba na balga nungan mambaorhon sude bus i.,Au saritahon habahaba balga na mambaorhon sude bus.
bbc_750,"Bortian jahowa naengnaeng Tungil, alai ibana mamuhai Rohanna tu hurje-hurje","Bortian jahowa Tungil, alai mamuhai Rohana tu hurje-hurje."
bbc_5345,"Sian angka halak kota, binotoon i ma torus do angka jolma manonton jala mangihuti ritme ni kota.",Halak kota tongtong manonton jala mangihuti ritme ni kota.
bbc_962,"Ianakhonna si John, na marupahon sorminan sian amangna, andorang marmeam di porlak.","John, ianakhon sorminan ni amangna, marmeam di porlak."
bbc_1164,"Molo denggan do ibana mamaresohon  balati i, ibana boi do mambahen irison na bagak.","Molo denggan mamaresohon balati, boi mambahen irison na bagak."
bbc_5114,"Sarah, donganku, jotjot do martaringat tu angka pardalanan nami.","Sarah, dongan hu, jotjot martaringat tu pardalanan nami."
bbc_4526,Pintj i marupahon pinti masuk tu sada ruangan na ninna dang tarja.a saleleng martaontaon.,Pinti masuk tu ruangan na so tarja saleleng martaontaon.
bbc_7072,"boruboru on, na tongtong Sun Manumpahi, disintai angkup luhut jolma hampung.",Boruboru na tongtong Manumpahi disintai sude jolma hampung.
bbc_3611,"dodo pardalanan mi, isi roha mi dohot halalas, huhut adangi haulion lambung.","Pardalanan na ganjang marisi roha, halalas, dohot haulion."
bbc_5156,"Saleleng parolopolophon, pandita sainganan mandidi tolu poso-poso imbaru sorang, songonna dibaritahon harotas na bolak.","Pandita mandidi tolu poso-poso, songon dibaritahon harotas na bolak."
bbc_7557,"Ahuma jolma na, manolak biar, manomui hasonangan i bagas suara habaranion bagas dirim","Jolma manolak biar, manomui hasonangan di bagas habaranion."
bbc_3180,"Sogot,ho Aning mandapot parpadanan dohot dari ya di bagas i.",Aning naeng mandapot parpadanan dohot dari di bagas i.
bbc_316,Inganan na gabe jabuna i sonari bulus do digarar hepengna.,Inganan na gabe jabuna digarar hepengna.
bbc_6613,Iboto imana do na naeng sibaenon na na naeng ro: sibaenon na ima martabuni i perpustakaan jala mempersiaphon dirina lao maruji na parpudi.,Sibaenon na naeng ro: martabuni di perpustakaan jala mempersiap maruji parpudi.
bbc_1025,"Hajadian na dibuha sian angka namasa na so tarduga, mambahen ibana manungkunhon dirina sandiri.",Hajadian na so tarduga mambahen ibana manungkunhon dirina sandiri.
bbc_4272,Angka jolma marriaria mangebatina laho manjalo habisuhon manang mangida mukjizat na dipadalanna.,Jolma marriaria manjalo habisuhon manang mangida mukjizat na dipadalanna.
bbc_99,"Nantoari, di ari papituhon ni pardalanan, dos ma roha nami manungkun","Di ari papituhon ni pardalanan, dos roha nami manungkun."
bbc_152,"Molo ho ndang ro, ho ndang mamereng parsadaan na diboan na.","Molo ho ndang ro, ho ndang mamereng parsadaan na diboanna."
bbc_2474,"Ho ra marpikkir ho mamboto aha na naeng ro,alai panindanginon ngolu torus Godang hasonggoton.","Ho marpikkir mamboto aha na naeng ro, alai ngolu torus marisi hasonggoton."
bbc_7604,"I tongani huta, adong sada udeon na ungga dipatarida ima sahalak boru-boru, dohot gabe sihataon i huta i","I tongani huta, adong udeon boru-boru na gabe sihataon."
bbc_6691,"nasida manatap Palaspalas, mercusuar Kota, Rodina nasida boi mangahap lobi jonok dohot surgo, Sabiji laok tangan Tuhan bagas hangoluon hasiangan nasida.","Nasida manatap Palaspalas, mangahap jonok tu surgo di hangoluon nasida."
bbc_53,"I muse, ibana manjumpanghon dirina tarhatotong sian ide ala luat portibi boi manarehon misteri songon i, idia sibolis ansi gogo boi do adong di bagas haulion kosmos.","Ibana tarhatotong sian ide misteri portibi, pikkir sibolis adong di kosmos."
bbc_1065,"Alai, roha inangna dang sonang, alana mabiar ibana lao mangihuthon dalan na sarupa muse","Roha inangna ndang sonang, mabiar anakna mangihut dalan na sarupa."
bbc_6974,beha Sarana au manungkun tuna aha na ibana lean boto Mandapothon au?,Beha au manungkun aha na dilean ibana mandapothon au?
bbc_2109,Au hasea mambalut sepeda tua au dohot alat tu pargomgom di lampison ruarna,Au mambalut sepeda tua dohot alat pargomgom di lampison.
bbc_1101,Nda nasida ingkon mangalehon paretongan olap hagogoon pangurdot nasida?,Nasida mangalehon paretongan hagogoon pangurdot nasida?
bbc_4796,"Ibana naeng mamboan hodana tu adaran nabaru marsogot, inganan di dia hoda i boi manduhuti huhut bebas.",Ibana naeng mamboan hoda tu adaran nabaru marsogot.
bbc_229,"Dipaboa ibana ma akal ni halaki, sada tahi na rittikon lao manggabusi pasar.",Dipaboa ibana akal ni halaki laho manggabusi pasar.
bbc_4184,"Di tingki na lolot, inganan on gabe pusat parjumpangan keluarga dohot pamghataion tonga borngin",Inganan on gabe pusat parjumpangan keluarga dohot pamghataion borngin.
bbc_7426,"Alai, nasida dang mamakke palito i porlak i, sampe ikkon jolma-jolma mambayar lao manuhor obor.","Nasida ndang mamakke palito, jadi jolma manuhor obor."
bbc_5498,"Sian inganan na uli on, rongkanan birubiru i mamungka parpindaonna.","Sian inganan na uli, birubiru mamungka parpindaonna."
bbc_3744,"Harbangan di pintu masuk marupahon harapan na lambok, manggokhon sude jolma di masuk huhut marsonang las roha",Harbangan manggokhon sude jolma masuk marsonang roha.
bbc_5430,"uluan sinagoge ima halak na bagas rohana, harungguon paributhu sahali pe ikkon tarsip tingki sulim mamuhai melodina","Uluan sinagoge bagas rohana, sulim mamuhai melodina."
bbc_4377,"Au porlu mangembanghon rencana komprehensif laho padengganhon infrastuktur kota, dohot tujuan mangakomodasi hananaekni populasi.",Au mangembanghon rencana padengganhon infrastuktur kota.
bbc_5269,"Panjaga i mamboan angka biangna tu porlak, muse manudu dompak tu raja, goran pangehet tu halaki do i, i ma na lagi maniop tungkot na gabe tanda hahuasaon jala mamutorhon  dohot pangalaho mengehet.","Panjaga mamboan biang, manudu raja, maniop tungkot hahuasaon."
bbc_817,"Inna nasida, baoa on parsuara na sihil maradu boi madungoi jolma mate",Baoa parsuara na sihil boi madungoi jolma mate.
bbc_916,Dainang i mangalehon sialangon tu gellengna marhite cara na mambaen nasida manghilala dihaholongi,Dainang mangalehon sialangon marhite cara na marhaholongan.
bbc_6007,Barita taringot tu kondisi si John na hatopan tarbarita di kotana na gelleng i,Barita taringot tu kondisi John hatopan tarbarita di kotana.
bbc_5756,"Bulu ni kelinsi i lambok do, bulu ni biang i hasar do, jala bulu ni huting i lambok do. Ai sude do masiboan haunikhon na i","Bulu kelinsi lambok, biang hasar, huting lambok, sude marboan haunikhon."
bbc_5243,"Tingki marserak barita jala masarakat gabe marjaga-jaga, ria kota i dibagas las ni roha.","Barita marbarita, masarakat marjaga-jaga, ria kota di bagas las ni roha."
bbc_5195,au manjumpangi luhut dongan na huhut pature nasida na naeng ro tu porlak inganan ni ulaon nanaeng di pature.,Au manjumpangi dongan na naeng ro tu porlak inganan ulaon.
bbc_3683,"nasida mangantusi porlu Sa mangaramoti Sipareakan nasida, alai nasida Ndang dope paradehon pikkiran nasida tagan Sa di Pauneunehon","Nasida mangantusi porlu mangaramoti Sipareakan, alai ndang paradehon pikkiran."
bbc_4575,Baoa i dohot angka donganna pe ndang manghalomohon buah polong na tubu di taman kota.,Baoa dohot donganna ndang manghalomohon buah polong di taman kota.
bbc_3994,"ibana bojok dohot hajahaton jolma asing, tongtong Marusaha mangamoti jolma na ndada marsala huhut manghunti jolma badia.","Ibana bojok dohot hajahaton, marusaha mangamoti jolma na ndang marsala."
bbc_460,Hamu dijalo tonang,Hamu dijalo tonang.
bbc_6535,"Di dapot halaki bukku catatan sidapari baru di jaha, paboahon rahasia najolo.","Halaki dapot bukku catatan sidapari, paboahon rahasia najolo."
bbc_2835,"Ibana mandokkon, au mar janji lao palaohon begu na mangarekrek ho jala paulokhonon hamalumonmu.","Ibana marjanji palaohon begu na mangarekrek, paulokhon hamalumon."
bbc_1487,"Au sonang manggorga, alai mangekspresihon pikkiran marhite sian hatahata pe pasombuhon",Au sonang manggorga dohot mangekspresihon pikkiran marhite hata.
